;Cod_Interaguas;C¢digo Ponto;Status Ponto;Data Coleta;Hora Coleta;Turbidez (UNT);Zinco total mg/l;Ferro dissolvido mg/l;Tricloreteno  æg/L;trans-1,2-Dicloroeteno æg/L;Tolueno   æg/L;Tetracloroeteno æg/L;Tetracloreto de Carbono  æg/L;;terc-Butilbenzeno æg/L;Temperatura do ar Cø;Temperatura Da Agua Cø;Sulfato total mg/l;Subst. Tensoat. reagem c/ Azul mg/l Metileno;S¢lido Total;S¢lido Dissolvido Total mg/l;S¢dio mg/l;sec-Butilbenzeno æg/L;Salinidade;Pot ssio mg/l;p-Isopropiltolueno  æg/L;Pireno æg/L ;PH U.pH;o-Xileno æg/L;Oxigˆnio Dissolvido mg/l;n-Propilbenzeno æg/L;Nitrogˆnio-Nitrito mg/l;Nitrogˆnio-Nitrato mg/L;Nitrogˆnio Kjeldahl mg/l;Nitrogˆnio Amoniacal mg/L;N¡quel Total mg/L;n-Butilbenzeno æg/L;Naftaleno  æg/L;Merc£rio Total mg/L;Manganˆs Total mg/L;Magn‚sio Total mg/L;m,p-Xileno æg/L;Isopropilbenzeno æg/L;Indeno(1,2,3-cd)pireno  æg/L;Hexaclorobutadieno æg/L;F¢sforo-Ortofosfato mg/L;F¢sforo Total mg/l;Fluoreto Total mg/L;Fluoreno æg/L;Fluoranteno æg/L;Ferro Total mg/L;Feofitina-a æg/L;Fenantreno æg/L;Etilbenzeno æg/L;Estireno æg/L ;Escherichia coli** UFC/100mL;Dureza mg/L;Dibromometano æg/L;Dibromoclorometano æg/L;Dibenzo(a,h)antraceno æg/L;Cr“mio Total mg/L;Criseno æg/L;Condutividade æS/cm;Colora‡Æo;Cobre Total mg/L;Cobre Dissolvido mg/L;Clorof¢rmio æg/L;Clorofila-a æg/L;Clorobenzeno æg/L;Cloreto Total mg/L;Cloreto de vinila æg/L;Cloreto de Metileno æg/L;cis-1,2-Dicloroeteno æg/L;Chuvas nas £ltimas 24h;Chumbo Total mg/L;Carbono Orgƒnico Total mg/L;C lcio Total mg/L;C dmio Total mg/L;Benzo(k)fluoranteno æg/L;Bromof¢rmio æg/L ;Bromodiclorometano æg/L ;Bromoclorometano æg/L;Bromobenzeno æg/L;Benzo(g,h,i)perileno æg/L;Benzo(b)fluoranteno  æg/L;Benzo(a)pireno æg/L;Benzo(a)antraceno  æg/L;Benzeno æg/L;B rio Total mg/L;Antraceno æg/L;Alum¡nio Total mg/L;Alum¡nio Dissolvido mg/L;Acenaftileno  æg/L;Acenafteno æg/L;4-Clorotolueno æg/L;2-Metil-Naftaleno æg/L;2-Clorotolueno  æg/L;2,2-Dicloropropano æg/L;1-Metil-Naftaleno æg/L;1,4-Diclorobenzeno  æg/L;1,3-Dicloropropano  æg/L;1,3-Diclorobenzeno  æg/L;1,3,5-Trimetilbenzeno  æg/L;1,3,5 Triclorobenzeno æg/L;1,2-Dicloropropano  æg/L;1,2-Diclorobenzeno æg/L;1,2-Dibromoetano æg/L;1,2 Dicloroetano æg/L;1,2,3-Triclorobenzeno æg/L;1,2,3-Tricloropropano  æg/L;1,2,4-Triclorobenzeno æg/L;1,2,4-Trimetilbenzeno  æg/L;1,1-Dicloroeteno æg/L;1,1-Dicloroetano æg/L;1,1-Dicloro-1-Propeno æg/L;1,1,2,2 - Tetracloroetano æg/L;1,1,2 - Tricloroetano æg/L;1,1,1,2 - Tetracloroetano æg/L;1,1,1 - Tricloroetano æg/L;Sistema H¡drico;Tipo de Sistema H¡drico;CLASSE;Munic¡pio;UF;Inicio Opera‡Æo;Fim Opera‡Æo;Latitude;Longitude;Altitude;Localiza‡Æo;Capta‡Æo;IQA
;206;CUBA02700;Ativo;08/03/2023;11:15;4,03;0,1;0,21;;;;;;;;38;19;1,8;0,08;50;50;2,48;;1;0,69;;;6,75;;9,3;;0,01;0,21;1;1;0,02;;;0,0002;0,1;0,93;;;;;0,1;0,02;0,1;;;0,4;1,5;;;;600;10,4;;;;0,05;;37,5;Verde;0,005;0,005;;1,5;;3,32;;;;0;0,01;4,1;2,61;0,001;;;;;;;;;;;0,02;;0,14;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rio CubatÆo - CUBA;Rio (L¢tico);Classe 2;CUBATAO;SP;01/01/1977;;23 53 18 ;46 27 19 ;15;Na ponte Preta, em frente … antiga Esta‡Æo de Tratamento de µgua do Rio CubatÆo.;S;9,191
;206;CUBA02700;Ativo;13/06/2023;09:56;1,16;0,1;0,2;;;;;;;;21;19;2,01;0,08;50;50;3,3;;1;0,79;;;6,92;;8,7;;0,01;0,26;1;1;0,02;;;0,0002;0,1;1,23;;;;;0,1;0,02;0,1;;;0,2;1,5;;;;860;14,4;;;;0,05;;47,4;Incolor;0,005;0,005;;2,14;;3,92;;;;1;0,01;1,6;3,72;0,001;;;;;;;;;;;0,02;;0,1;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rio CubatÆo - CUBA;Rio (L¢tico);Classe 2;CUBATAO;SP;01/01/1977;;23 53 18 ;46 27 19 ;15;Na ponte Preta, em frente … antiga Esta‡Æo de Tratamento de µgua do Rio CubatÆo.;S;8,674
;206;CUBA02700;Ativo;12/09/2023;10:38;1;0,1;0,2;;;;;;;;27;19;2,16;0,08;50;50;3,15;;1;0,69;;;6,99;;9,2;;0,01;0,27;1;1;0,02;;;0,0002;0,1;1,06;;;;;0,1;0,02;0,1;;;0,24;1,5;;;;144;12,3;;;;0,05;;44,6;Incolor;0,005;0,005;;1,5;;4,21;;;;0;0,01;2,7;3,16;0,001;;;;;;;;;;;0,02;;0,1;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rio CubatÆo - CUBA;Rio (L¢tico);Classe 2;CUBATAO;SP;01/01/1977;;23 53 18 ;46 27 19 ;15;Na ponte Preta, em frente … antiga Esta‡Æo de Tratamento de µgua do Rio CubatÆo.;S;6,396
;206;CUBA02700;Ativo;05/12/2023;10:13;1,75;0,1;0,2;;;;;;;;33;22;2,74;0,08;50;50;4,02;;1;1,3;;;6,86;;8,5;;0,01;0,32;1;1;0,02;;;0,0002;0,1;1,21;;;;;0,1;0,03;0,1;;;0,32;1,5;;;;208;13,9;;;;0,05;;44,3;Verde;0,005;0,005;;1,5;;3,9;;;;1;0,01;2;3,57;0,001;;;;;;;;;;;0,02;;0,18;0,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rio CubatÆo - CUBA;Rio (L¢tico);Classe 2;CUBATAO;SP;01/01/1977;;23 53 18 ;46 27 19 ;15;Na ponte Preta, em frente … antiga Esta‡Æo de Tratamento de µgua do Rio CubatÆo.;S;7,494
;206;CUBA02700;Ativo;12/03/2024;13:05;4,24;0,1;0,2;;;;;;;;28;22;1,63;0,08;50;50;3,35;;1;1,02;;;6,61;;8,8;;0,01;0,28;1;1;0,02;;;0,0002;0,1;0,93;;;;;0,1;0,04;0,1;;;0,24;1,5;;;;204;10,2;;;;0,05;;15;Verde;0,005;0,005;;1,5;;3,09;;;;1;0,01;4,5;2,55;0,001;;;;;;;;;;;0,02;;0,11;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rio CubatÆo - CUBA;Rio (L¢tico);Classe 2;CUBATAO;SP;01/01/1977;;23 53 18 ;46 27 19 ;15;Na ponte Preta, em frente … antiga Esta‡Æo de Tratamento de µgua do Rio CubatÆo.;S;8,348
;206;CUBA02700;Ativo;08/05/2024;09:43;2,41;0,1;0,2;;;;;;;;30;20;1,84;0,08;74;68;3,27;;1;0,83;;;7,01;;8,7;;0,01;0,26;1;1;0,02;;;0,0002;0,1;1,16;;;;;0,1;0,02;0,1;;;0,2;1,5;;;;232;13,5;;;;0,05;;45,9;Verde;0,005;0,005;;1,5;;4,31;;;;0;0,01;1,6;3,49;0,001;;;;;;;;;;;0,02;;0,1;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rio CubatÆo - CUBA;Rio (L¢tico);Classe 2;CUBATAO;SP;01/01/1977;;23 53 18 ;46 27 19 ;15;Na ponte Preta, em frente … antiga Esta‡Æo de Tratamento de µgua do Rio CubatÆo.;S;7,737
;206;CUBA02700;Ativo;17/09/2024;10:35;13,2;0,1;0,2;;;;;;;;24;16;2,31;0,08;50;50;2,38;;1;0,66;;;6,08;;9,6;;0,01;0,44;1;1;0,02;;;0,0001;0,1;0,79;;;;;0,1;0,02;0,1;;;0,78;7,75;;;;540;8,07;;;;0,05;;31,6;Verde;0,005;0,005;;11,8;;3,44;;;;0;0,01;5,46;1,93;0,001;;;;;;;;;;;0,02;;0,28;0,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rio CubatÆo - CUBA;Rio (L¢tico);Classe 2;CUBATAO;SP;01/01/1977;;23 53 18 ;46 27 19 ;15;Na ponte Preta, em frente … antiga Esta‡Æo de Tratamento de µgua do Rio CubatÆo.;S;9,89
;206;CUBA02700;Ativo;10/12/2024;10:41;1,22;0,1;0,25;;;;;;;;24;20;2,08;0,08;50;50;3,1;;1;0,75;;;6,69;;8,8;;0,01;0,33;1;1;0,02;;;0,0002;0,1;1,08;;;;;0,1;0,02;0,1;;;0,25;1,5;;;;800;12,7;;;;0,05;;46,1;Marrom;0,005;0,005;;1,5;;4,09;;;;1;0,01;1,88;3,31;0,001;;;;;;;;;;;0,02;;0,1;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rio CubatÆo - CUBA;Rio (L¢tico);Classe 2;CUBATAO;SP;01/01/1977;;23 53 18 ;46 27 19 ;15;Na ponte Preta, em frente … antiga Esta‡Æo de Tratamento de µgua do Rio CubatÆo.;S;8,666
;206;CUBA02700;Ativo;11/03/2025;13:48;1,22;0,1;0,2;;;;;;;;29;24;6,24;0,08;102;80;3,48;;1;0,77;;;7,1;;9,1;;0,01;0,24;1;1;0,02;;;0,0002;0,1;1,18;;;;;0,1;0,02;0,1;;;0,23;1,5;;;;220;13,4;;;;0,05;;46,9;Verde;0,005;0,005;;1,5;;7,79;;;;0;0,01;1,87;3,42;0,001;;;;;;;;;;;0,02;;0,1;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rio CubatÆo - CUBA;Rio (L¢tico);Classe 2;CUBATAO;SP;01/01/1977;;23 53 18 ;46 27 19 ;15;Na ponte Preta, em frente … antiga Esta‡Æo de Tratamento de µgua do Rio CubatÆo.;S;7,644
;206;CUBA02700;Ativo;03/06/2025;12:55;1,37;0,1;0,2;;;;;;;;23;20;1,81;0,08;60;56;3,53;;1;0,72;;;6,87;;8,9;;0,01;0,31;1;1;0,02;;;0,0002;0,1;1,2;;;;;0,1;0,02;0,1;;;0,2;1,5;;;;124;13,6;;;;0,05;;45,2;Verde;0,005;0,005;;1,5;;4,1;;;;0;0,01;1,4;3,49;0,001;;;;;;;;;;;0,02;;0,1;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rio CubatÆo - CUBA;Rio (L¢tico);Classe 2;CUBATAO;SP;01/01/1977;;23 53 18 ;46 27 19 ;15;Na ponte Preta, em frente … antiga Esta‡Æo de Tratamento de µgua do Rio CubatÆo.;S;6,514
;206;CUBA02700;Ativo;02/09/2025;13:42;1,02;0,1;0,2;;;;;;;;26;21;2,01;0,08;50;50;3,56;;1;0,95;;;7,34;;9,98;;0,01;0,23;1;1;0,02;;;0,0002;0,1;1,31;;;;;0,1;0,02;0,1;;;0,2;1,5;;;;132;15,6;;;;0,05;;50,9;Verde;0,005;0,005;;1,5;;4,4;;;;0;0,01;2,1;4,07;0,001;;;;;;;;;;;0,02;;0,1;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rio CubatÆo - CUBA;Rio (L¢tico);Classe 2;CUBATAO;SP;01/01/1977;;23 53 18 ;46 27 19 ;15;Na ponte Preta, em frente … antiga Esta‡Æo de Tratamento de µgua do Rio CubatÆo.;S;6,511
;206;CUBA02700;Ativo;02/12/2025;10:03;1,03;0,1;0,2;;;;;;;;30;22;2,48;0,08;50;50;3,25;;1;0,79;;;6,84;;8,03;;0,01;0,28;1;1;0,02;;;0,0002;0,1;1,14;;;;;0,1;0,02;0,1;;;0,22;1,5;;;;46;13,6;;;;0,05;;47,7;Verde;0,005;0,005;;1,5;;4,02;;;;0;0,01;2,1;3,53;0,001;;;;;;;;;;;0,02;;0,1;0,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rio CubatÆo - CUBA;Rio (L¢tico);Classe 2;CUBATAO;SP;01/01/1977;;23 53 18 ;46 27 19 ;15;Na ponte Preta, em frente … antiga Esta‡Æo de Tratamento de µgua do Rio CubatÆo.;S;5,219
;2535;SABO22500;Ativo;24/03/2022;11:53;15,4;0,1;0,64;2,5;2,5;7,61;2,5;2;2,5;2,5;35;27;14,7;1,65;226;198;25,4;2,5;1;5,59;2,5;0,02;7,25;2,5;1,9;2,5;0,19;0,69;9,19;5,78;0,02;2,5;0,11;0,0002;0,1;4,38;5;2,5;0,08;5;0,47;1,14;0,34;0,02;0,02;1,34;0,87;0,02;2,5;5;460000;83,9;10;2,5;0,015;0,05;0,015;392;Preta;0,005;0,005;4,69;3,34;2,5;43,6;2;2,5;2,5;0;0,01;11,8;26,4;0,001;0,015;10;2,5;10;2,5;0,08;0,015;0,01;0,015;2,5;0,05;0,02;0,24;0,1;0,05;0,02;2,5;0,05;2,5;10;0,05;2,5;2,5;2,5;2,5;2,5;2,5;2,5;10;5;2,5;10;5;2,5;5;2,5;2,5;2,5;10;2,5;2,5;Rio Sabo¢ - SABO;Rio (L¢tico);Salobra 2;SANTOS;SP;01/01/2016;;23 55 51 ;46 20 59 ;4;Ponte na Av. Pres. Get£lio Vargas, ao lado Centro de Treinamento Meninos da Vila.;N;55,2
;2535;SABO22500;Ativo;02/06/2022;10:49;6,31;0,1;0,37;2,5;2,5;2;2,5;2;2,5;2,5;20;20;18,2;0,8;856;612;38,2;2,5;1;5,87;2,5;0,02;6,85;2,5;1,5;2,5;0,2;0,84;6,27;5,68;0,02;2,5;0,04;0,0002;0,1;6,69;5;2,5;0,08;5;0,31;0,78;0,3;0,02;0,02;0,71;0,48;0,02;2,5;5;180000;95,7;10;2,5;0,015;0,05;0,015;469;Preta;0,005;0,005;5,49;2,14;2,5;66;2;2,5;2,5;1;0,01;5,74;27,3;0,001;0,015;10;2,5;10;2,5;0,08;0,015;0,01;0,015;2,5;0,06;0,02;0,1;0,1;0,05;0,02;2,5;0,05;2,5;10;0,05;2,5;2,5;2,5;2,5;2,5;2,5;2,5;10;5;2,5;10;5;2,5;5;2,5;2,5;2,5;10;2,5;2,5;Rio Sabo¢ - SABO;Rio (L¢tico);Salobra 2;SANTOS;SP;01/01/2016;;23 55 51 ;46 20 59 ;4;Ponte na Av. Pres. Get£lio Vargas, ao lado Centro de Treinamento Meninos da Vila.;N;42,185
;2535;SABO22500;Ativo;29/09/2022;09:35;7,18;0,1;0,25;2,5;2,5;2,43;2,5;2;2,5;2,5;17;18;11,5;0,32;162;144;11,6;2,5;1;3,51;2,5;0,02;7,62;2,5;6,5;2,5;0,067;1,36;3,13;1,74;0,02;2,5;0,05;0,0002;0,1;3,35;5;2,5;0,05;5;0,14;0,39;0,16;0,02;0,02;0,49;0,48;0,02;2,5;5;27000;72;10;2,5;0,015;0,05;0,015;236;Verde;0,005;0,005;2,5;4,01;2,5;18,5;2;2,5;2,5;1;0,01;5,4;23,3;0,001;0,015;10;2,5;10;2,5;0,05;0,015;0,01;0,015;2,5;0,04;0,02;0,14;0,1;0,05;0,02;2,5;0,05;2,5;10;0,05;2,5;2,5;2,5;2,5;2,5;2,5;2,5;10;5;2,5;10;5;2,5;5;2,5;2,5;2,5;10;2,5;2,5;Rio Sabo¢ - SABO;Rio (L¢tico);Salobra 2;SANTOS;SP;01/01/2016;;23 55 51 ;46 20 59 ;4;Ponte na Av. Pres. Get£lio Vargas, ao lado Centro de Treinamento Meninos da Vila.;N;30,154
;2535;SABO22500;Ativo;30/11/2022;09:04;6;0,1;0,47;2,5;2,5;2,51;2,5;2;2,5;2,5;26;23;15,3;0,7;186;180;19,2;2,5;1;4,77;2,5;0,02;6,93;2,5;4,2;2,5;0,1;1,5;5,95;3,98;0,02;2,5;0,06;0,0002;0,11;4,73;5;2,5;0,05;5;0,27;0,62;0,28;0,02;0,02;0,88;1,34;0,02;2,5;5;2800;94,9;10;2,5;0,015;0,05;0,015;342;Preta;0,005;0,005;5,15;1,78;2,5;37,1;2;2,5;2,5;1;0,01;21,2;30,2;0,001;0,015;10;2,5;10;2,5;0,05;0,015;0,01;0,015;2,5;0,06;0,02;0,1;0,1;0,05;0,02;2,5;0,05;2,5;10;0,05;2,5;2,5;2,5;2,5;2,5;2,5;2,5;10;5;2,5;10;5;2,5;5;2,5;2,5;2,5;10;2,5;2,5;Rio Sabo¢ - SABO;Rio (L¢tico);Salobra 2;SANTOS;SP;01/01/2016;;23 55 51 ;46 20 59 ;4;Ponte na Av. Pres. Get£lio Vargas, ao lado Centro de Treinamento Meninos da Vila.;N;21,467
;2535;SABO22500;Ativo;07/03/2023;11:27;7,17;0,1;0,35;2,5;2,5;2;2,5;2;2,5;2,5;27;22;38,1;0,77;734;692;167;2,5;1;11,7;2,5;0,02;7,22;2,5;2,6;2,5;0,096;0,54;6,94;5,39;0,02;2,5;0,08;0,0002;0,11;21,3;5;2,5;0,05;5;0,3;0,78;0,31;0,02;0,02;1,01;1,5;0,02;2,5;5;150000;171;10;2,5;0,015;0,05;0,015;1300;Cinza;0,005;0,005;8,2;2,71;2,5;286;2;2,5;2,5;1;0,01;7,84;33,4;0,001;0,015;10;2,5;10;2,5;0,05;0,015;0,01;0,015;2,5;0,07;0,02;0,14;0,1;0,05;0,02;2,5;0,05;2,5;10;0,05;2,5;2,5;2,5;2,5;2,5;2,5;2,5;10;5;2,5;10;5;2,5;5;2,5;2,5;2,5;10;2,5;2,5;Rio Sabo¢ - SABO;Rio (L¢tico);Salobra 2;SANTOS;SP;01/01/2016;;23 55 51 ;46 20 59 ;4;Ponte na Av. Pres. Get£lio Vargas, ao lado Centro de Treinamento Meninos da Vila.;N;46,079
;2535;SABO22500;Ativo;14/06/2023;10:01;10,4;0,1;0,46;2,5;2,5;2;2,5;2;2,5;2,5;20;21;1140;0,44;17200;16400;2838;2,5;15,4;206;2,5;0,02;6,78;2,5;3;2,5;0,01;0,1;2,92;2,17;0,02;2,5;0,03;0,0002;0,13;500;5;2,5;0,05;5;0,82;0,67;0,43;0,02;0,02;0,72;1,5;0,02;2,5;5;160000;2491;10;2,5;0,015;0,05;0,015;25200;Marrom;0,005;0,005;2,5;1,76;2,5;8720;2;2,5;2,5;1;0,01;7,9;173;0,001;0,015;10;2,5;10;2,5;0,05;0,015;0,01;0,015;2,5;0,05;0,02;0,81;0,81;0,05;0,02;2,5;0,05;2,5;10;0,05;2,5;2,5;2,5;2,5;2,5;2,5;2,5;10;5;2,5;10;5;2,5;5;2,5;2,5;2,5;10;2,5;2,5;Rio Sabo¢ - SABO;Rio (L¢tico);Salobra 2;SANTOS;SP;01/01/2016;;23 55 51 ;46 20 59 ;4;Ponte na Av. Pres. Get£lio Vargas, ao lado Centro de Treinamento Meninos da Vila.;N;57,705
;2535;SABO22500;Ativo;13/09/2023;10:58;10;0,1;0,42;2,5;2,5;3,45;2,5;2;2,5;2,5;28;25;20,2;1,5;350;340;65,4;2,5;1;8,66;2,5;0,03;7,44;2,5;1,9;2,5;0,076;0,2;13,6;11,1;0,02;2,5;0,05;0,0002;0,1;8,4;5;2,5;0,05;5;0,56;1,53;0,43;0,02;0,02;0,66;1,5;0,02;2,5;5;340000;95;10;2,5;0,015;0,05;0,015;785;Verde;0,005;0,005;3,34;1,6;2,5;113;2;2,5;2,5;0;0,01;21,5;24,2;0,001;0,015;10;2,5;10;2,5;0,05;0,015;0,01;0,015;2,5;0,05;0,02;0,1;0,1;0,05;0,02;2,5;0,05;2,5;10;0,05;2,5;2,5;2,5;2,5;2,5;2,5;2,5;10;5;2,5;10;5;2,5;5;2,5;2,5;2,5;10;2,5;2,5;Rio Sabo¢ - SABO;Rio (L¢tico);Salobra 2;SANTOS;SP;01/01/2016;;23 55 51 ;46 20 59 ;4;Ponte na Av. Pres. Get£lio Vargas, ao lado Centro de Treinamento Meninos da Vila.;N;56,676
;2535;SABO22500;Ativo;06/12/2023;09:44;7,7;0,1;0,47;2;2;2,18;2;1,5;2;2;29;26;19,2;0,98;192;178;33,7;2;1;6,68;2;0,02;7,1;2;2;2;0,054;0,48;10,1;7,17;0,02;2;0,05;0,0002;0,1;5,2;2;2;0,05;2;0,58;1,24;0,38;0,02;0,02;0,73;1,5;0,02;2;2;890000;81,8;2;2;0,015;0,05;0,015;399;Cinza;0,005;0,005;6,95;5,72;2;48,5;2;2;2;0;0,01;9,8;24,2;0,001;0,015;2;2;2;2;0,05;0,015;0,01;0,015;2;0,05;0,02;0,22;0,14;0,05;0,02;2;0,05;2;2;0,05;2;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;;2;2;2;Rio Sabo¢ - SABO;Rio (L¢tico);Salobra 2;SANTOS;SP;01/01/2016;;23 55 51 ;46 20 59 ;4;Ponte na Av. Pres. Get£lio Vargas, ao lado Centro de Treinamento Meninos da Vila.;N;58,616
;2535;SABO22500;Ativo;13/03/2024;08:41;19,3;0,1;0,24;2;2;2,19;2;1,5;2;2;30;25;27,2;0,82;532;448;108;2;1;9,31;2;0,03;6,91;2;6,5;2;0,067;0,99;8,68;6,72;0,02;2;0,03;0,0002;0,1;14,4;4;2;0,05;2;1,17;0,99;0,24;0,02;0,03;1,08;1,5;0,03;2;2;720000;120;2;2;0,015;0,05;0,015;897;Preta;0,005;0,005;8,09;7,35;2;189;2;2,76;2;0;0,01;4;24,3;0,001;0,015;2;2;2;2;0,05;0,015;0,01;0,015;2;0,05;0,02;0,27;0,1;0,05;0,02;2;0,05;2;;0,05;2;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;;2;2;2;Rio Sabo¢ - SABO;Rio (L¢tico);Salobra 2;SANTOS;SP;01/01/2016;;23 55 51 ;46 20 59 ;4;Ponte na Av. Pres. Get£lio Vargas, ao lado Centro de Treinamento Meninos da Vila.;N;80,808
;2535;SABO22500;Ativo;07/05/2024;13:57;6,09;0,1;0,22;2,5;2,5;2;2,5;2;2,5;2,5;37;26;1910;0,27;20000;20000;5458;2,5;24,7;338;2,5;0,02;7,09;2,5;5,6;2,5;0,026;20,7;4,13;1,22;0,02;2,5;0,08;0,0002;0,1;801;5;2,5;0,05;5;0,35;0,62;0,59;0,02;0,02;0,47;1,5;0,02;2,5;5;60000;3951;10;2,5;0,015;0,05;0,015;38900;Incolor;0,005;0,005;2,5;2,35;2,5;14500;2;2,5;2,5;0;0,01;12,6;261;0,001;0,015;10;2,5;10;2,5;0,05;0,015;0,01;0,015;2,5;0,03;0,02;0,73;0,55;0,05;0,02;2,5;0,05;2,5;10;0,05;2,5;2,5;2,5;2,5;2,5;2,5;2,5;10;5;2,5;10;5;2,5;5;2,5;2,5;2,5;10;2,5;2,5;Rio Sabo¢ - SABO;Rio (L¢tico);Salobra 2;SANTOS;SP;01/01/2016;;23 55 51 ;46 20 59 ;4;Ponte na Av. Pres. Get£lio Vargas, ao lado Centro de Treinamento Meninos da Vila.;N;64,764
;2535;SABO22500;Ativo;18/09/2024;09:56;17,7;0,1;0,2;2,5;2,5;2,42;2,5;2;2,5;2,5;23;20;193;1,12;3170;2920;685;2,5;2,9;44,5;2,5;0,02;7,09;2,5;1,6;2,5;0,093;0,12;9,35;6,56;0,02;2,5;0,03;0,0001;0,11;97,8;5;2,5;0,05;5;0,49;1,13;0,43;0,02;0,02;1;1,5;0,02;2,5;5;530000;548;10;2,5;0,015;0,05;0,015;5390;Cinza;0,005;0,005;7,72;2,46;2,5;1410;2;2,5;2,5;0;0,01;9,03;58,2;0,001;0,015;10;2,5;10;2,5;0,05;0,015;0,01;0,015;2,5;0,06;0,02;0,22;0,15;0,05;0,02;2,5;0,05;2,5;;0,05;2,5;2,5;2,5;2,5;2,5;2,5;2,5;10;5;2,5;10;5;2,5;5;2,5;2,5;;10;2,5;2,5;Rio Sabo¢ - SABO;Rio (L¢tico);Salobra 2;SANTOS;SP;01/01/2016;;23 55 51 ;46 20 59 ;4;Ponte na Av. Pres. Get£lio Vargas, ao lado Centro de Treinamento Meninos da Vila.;N;67,87
;2535;SABO22500;Ativo;11/12/2024;09:19;7,73;0,1;0,22;2;2;4,75;2;1,5;2;2;26;22;13,2;0,92;158;134;24,6;2;1;4,58;2;0,02;7,1;2;3,9;2;;0,78;4,8;3,57;0,02;2;0,1;0,0002;0,1;5,1;4;2;0,05;2;0,46;0,86;;0,02;0,02;0,52;1,86;0,02;2;2;320000;66,4;2;2;0,015;0,05;0,015;407;Cinza;0,005;0,005;3,96;4,72;2;62,2;2;2;2;0;0,01;7,21;18,2;0,001;0,015;2;2;2;2;0,05;0,015;0,01;0,015;2;0,03;0,02;0,1;0,1;0,05;0,02;2;0,06;2;;0,05;2;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;;2;2;2;Rio Sabo¢ - SABO;Rio (L¢tico);Salobra 2;SANTOS;SP;01/01/2016;;23 55 51 ;46 20 59 ;4;Ponte na Av. Pres. Get£lio Vargas, ao lado Centro de Treinamento Meninos da Vila.;N;48,181
;2535;SABO22500;Ativo;12/03/2025;09:56;10;0,1;0,22;2;2;2;2;1,5;2;2;26;26;214;0,96;5240;5100;1097;2;4,4;66,7;2;0,1;6,91;2;2,2;2;;;7,86;5,74;0,02;2;0,04;0,0002;0,12;160;4;2;0,05;2;;1,08;;0,02;0,05;0,89;1,5;0,02;2;2;310000;835;2;2;0,015;0,05;0,015;7950;Preta;0,005;0,005;4,58;3,21;2;2610;2;2;2;0;;;70,6;0,001;0,015;2;2;2;2;0,05;0,015;0,01;0,015;2;0,09;0,02;0,4;0,33;0,05;0,02;2;0,05;2;;0,05;2;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;;2;2;2;Rio Sabo¢ - SABO;Rio (L¢tico);Salobra 2;SANTOS;SP;01/01/2016;;23 55 51 ;46 20 59 ;4;Ponte na Av. Pres. Get£lio Vargas, ao lado Centro de Treinamento Meninos da Vila.;N;65,536
;2535;SABO22500;Ativo;04/06/2025;09:41;13,9;0,1;0,36;2;2;2;2;1,5;2;2;25;22;48,2;1,26;756;576;160;2;1,06;10,8;2;0,02;7;2;6,1;2;;;7,54;5,2;0,02;2;0,09;0,0002;0,1;20,3;4;2;0,05;2;;0,84;;0,02;0,02;1,01;1,5;0,02;2;2;48000;148;2;2;0,015;0,05;0,015;2060;Marrom;0,005;0,005;5,65;1,5;2;380;2;2;2;0;0,01;7,4;25,8;0,001;0,015;2;2;2;2;0,05;0,015;0,01;0,015;2;0,05;0,02;0,15;0,12;0,05;0,02;2;0,05;2;;0,05;2;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;;2;2;2;Rio Sabo¢ - SABO;Rio (L¢tico);Salobra 2;SANTOS;SP;01/01/2016;;23 55 51 ;46 20 59 ;4;Ponte na Av. Pres. Get£lio Vargas, ao lado Centro de Treinamento Meninos da Vila.;N;47,614
